Message Type,Time,Name,Speed,Heading,Latitude,Longitude,Altitude,DistanceDriven,LongitudinalAcceleration,Slope,Stopped,RouteId,Connection.Id,LaneIndex,BlinkerRight,BlinkerLeft,BrakeLight
VEHICLE_UPDATES,7000000000,veh_0,12.0541739445076,153.334237265627,52.9919017574423,-1.16953290042971,0,12.0541739445076,-0.174105991376564,0,false,1,30806029_1520526951_341336502,0,false,false,false
VEHICLE_UPDATES,8000000000,veh_0,11.3041117869913,153.334237265627,52.9918098090496,-1.16946118140184,0,23.3582857314989,-0.750062157516368,0,false,1,30806029_1520526951_341336502,0,false,false,false
VEHICLE_UPDATES,8000000000,veh_1,9.72895312035074,153.334237265626,52.991920670937,-1.16954765284921,0,9.72895312035074,-0.158220824156889,0,false,1,30806029_1520526951_341336502,0,false,false,false
VEHICLE_UPDATES,9000000000,veh_0,11.6341507225194,153.701438898979,52.991715007729,-1.16938797745339,0,34.9924364540183,0.330038935528137,0,false,1,30806029_1520526951_341336502,0,false,false,false
VEHICLE_UPDATES,9000000000,veh_1,8.64209263066317,153.334237265627,52.9918503755945,-1.16949282294877,0,18.3710457510139,-1.08686048968757,0,false,4,30806029_1520526951_341336502,0,false,false,true
VEHICLE_UPDATES,9000000000,veh_2,6.34699629293461,153.334237265626,52.9919481799868,-1.16956910977846,0,6.34699629293461,-0.495933387591504,0,false,4,30806029_1520526951_341336502,0,false,false,false
VEHICLE_UPDATES,10000000000,veh_0,11.7489797212313,154.074248204847,52.9916190613686,-1.16931484545095,0,46.7414161752496,0.114828998711891,0,false,1,30806029_341336502_1110605740,0,true,false,false
VEHICLE_UPDATES,10000000000,veh_1,10.6044696959867,153.425622693635,52.9917640942198,-1.16942562936854,0,28.9755154470006,1.9623770653235,0,false,4,30806029_1520526951_341336502,0,false,false,false
VEHICLE_UPDATES,10000000000,veh_2,6.30232427603822,153.334237265629,52.9918969164814,-1.16952912450967,0,12.6493205689728,-0.044672016896391,0,false,4,30806029_1520526951_341336502,0,false,false,false
VEHICLE_UPDATES,11000000000,veh_0,11.1565615703016,154.074248204848,52.9915277952619,-1.1692460315568,0,57.8979777455511,-0.592418150929733,0,false,1,30806029_341336502_1110605740,0,true,false,false
VEHICLE_UPDATES,11000000000,veh_1,11.1998608568161,153.701438898982,52.9916727249095,-1.169355544386,0,40.1753763038167,0.59539116082944,0,false,4,30806029_1520526951_341336502,0,false,false,false
VEHICLE_UPDATES,11000000000,veh_2,8.65429895633623,153.334237265627,52.9918265218435,-1.16947421722567,0,21.3036195253091,2.35197468029801,0,false,4,30806029_1520526951_341336502,0,false,false,false
VEHICLE_UPDATES,11000000000,veh_3,5.48661499547696,153.334237265627,52.9919551783818,-1.1695745684984,0,5.48661499547696,-0.738707427028567,0,false,1,30806029_1520526951_341336502,0,false,false,true
VEHICLE_UPDATES,12000000000,veh_0,9.29861780459729,154.074248204847,52.9914517280105,-1.16918867771577,0,67.1965955501484,-1.85794376570427,0,false,1,30806029_341336502_1110605740,0,true,false,true
VEHICLE_UPDATES,12000000000,veh_1,9.98195306276181,154.074248204847,52.9915911175393,-1.16929377599986,0,50.1573293665785,-1.2179077940543,0,false,4,30806029_341336502_1110605740,0,true,false,true
VEHICLE_UPDATES,12000000000,veh_2,11.0680555047167,153.701438898982,52.9917363880978,-1.16940437730711,0,32.3716750300258,2.41375654838048,0,false,4,30806029_1520526951_341336502,0,false,false,false
VEHICLE_UPDATES,12000000000,veh_3,6.8919896027345,153.334237265627,52.9918991185025,-1.16953084207263,0,12.3786045982115,1.40537460725754,0,false,1,30806029_1520526951_341336502,0,false,false,false
VEHICLE_UPDATES,13000000000,veh_0,6.28926505004025,154.074248204848,52.9914002787244,-1.16914988566452,0,73.4858606001887,-3.00935275455704,0,false,1,30806029_341336502_1110605740,0,true,false,true
